caseid,respondentid,houseviewed,option,fireplaces,bedrooms,preference,averagecostpersquarefootcomparisons,cashprice
1821,41,7,C,no,3 bedroom,0,110,420000
1822,41,8,A,no,2 bedroom,0,100,470000
1823,41,8,B,no,4 bedroom,0,110,470000
1824,41,8,C,no,4 bedroom,1,90,370000
1825,41,9,A,no,2 bedroom,0,110,420000
1826,41,9,B,no,4 bedroom,1,110,370000
1827,41,9,C,no,4 bedroom,0,110,420000
1828,41,10,A,no,4 bedroom,0,100,370000
1829,41,10,B,no,3 bedroom,1,100,370000
1830,41,10,C,no,4 bedroom,0,110,370000
1831,41,11,A,no,3 bedroom,1,110,420000
1832,41,11,B,no,3 bedroom,0,110,370000
1833,41,11,C,no,2 bedroom,0,90,420000
1834,41,12,A,no,3 bedroom,0,90,420000
1835,41,12,B,no,4 bedroom,0,100,420000
1836,41,12,C,no,3 bedroom,1,110,370000
1837,41,13,A,no,2 bedroom,0,90,470000
1838,41,13,B,no,4 bedroom,0,110,470000
1839,41,13,C,no,4 bedroom,1,100,370000
1840,41,14,A,no,2 bedroom,0,90,470000
1841,41,14,B,no,4 bedroom,1,90,420000
1842,41,14,C,no,3 bedroom,0,100,370000
1843,41,15,A,no,4 bedroom,1,90,420000
1844,41,15,B,no,3 bedroom,0,90,470000
1845,41,15,C,no,4 bedroom,0,90,470000
1846,42,1,A,no,3 bedroom,1,110,420000
1847,42,1,B,no,2 bedroom,0,110,420000
1848,42,1,C,no,3 bedroom,0,100,370000
1849,42,2,A,no,2 bedroom,0,110,470000
1850,42,2,B,no,3 bedroom,0,110,370000
1851,42,2,C,no,2 bedroom,1,110,370000
1852,42,3,A,no,4 bedroom,0,110,420000
1853,42,3,B,no,2 bedroom,0,100,470000
1854,42,3,C,no,3 bedroom,1,90,370000
1855,42,4,A,no,4 bedroom,0,100,470000
1856,42,4,B,no,2 bedroom,1,100,420000
1857,42,4,C,no,3 bedroom,0,110,420000
1858,42,5,A,no,2 bedroom,0,90,420000
1859,42,5,B,no,2 bedroom,1,90,370000
1860,42,5,C,no,3 bedroom,0,90,420000
1861,42,6,A,no,3 bedroom,0,110,470000
1862,42,6,B,no,4 bedroom,0,110,470000
1863,42,6,C,no,3 bedroom,1,90,420000
1864,42,7,A,no,2 bedroom,0,100,370000
1865,42,7,B,no,4 bedroom,1,90,420000
1866,42,7,C,no,3 bedroom,0,110,470000
1867,42,8,A,no,4 bedroom,1,90,470000
1868,42,8,B,no,3 bedroom,0,100,420000
1869,42,8,C,no,2 bedroom,0,90,420000
1870,42,9,A,no,3 bedroom,0,90,470000
1871,42,9,B,no,4 bedroom,0,90,420000
1872,42,9,C,no,4 bedroom,1,100,370000
1873,42,10,A,no,3 bedroom,1,90,370000
1874,42,10,B,no,4 bedroom,0,100,370000
1875,42,10,C,no,2 bedroom,0,90,370000
1876,42,11,A,no,4 bedroom,0,110,370000
1877,42,11,B,no,4 bedroom,0,90,470000
1878,42,11,C,no,2 bedroom,1,100,370000
1879,42,12,A,no,2 bedroom,0,110,470000
1880,42,12,B,no,2 bedroom,0,100,470000
1881,42,12,C,no,4 bedroom,1,90,370000
1882,42,13,A,no,4 bedroom,0,110,470000
1883,42,13,B,no,2 bedroom,0,90,470000
1884,42,13,C,no,4 bedroom,1,110,370000
1885,42,14,A,no,2 bedroom,0,90,470000
1886,42,14,B,no,4 bedroom,0,100,420000
1887,42,14,C,no,3 bedroom,1,100,370000
1888,42,15,A,no,3 bedroom,0,100,470000
1889,42,15,B,no,4 bedroom,1,90,370000
1890,42,15,C,no,4 bedroom,0,100,420000
1891,43,1,A,no,3 bedroom,0,100,420000
1892,43,1,B,no,2 bedroom,0,100,470000
1893,43,1,C,no,2 bedroom,1,90,420000
1894,43,2,A,no,2 bedroom,0,90,470000
1895,43,2,B,no,3 bedroom,0,110,470000
1896,43,2,C,no,3 bedroom,1,90,420000
1897,43,3,A,no,4 bedroom,0,110,470000
1898,43,3,B,no,2 bedroom,1,100,420000
1899,43,3,C,no,4 bedroom,0,100,470000
1900,43,4,A,no,3 bedroom,1,110,370000
1901,43,4,B,no,4 bedroom,0,100,470000
1902,43,4,C,no,2 bedroom,0,100,420000
1903,43,5,A,no,3 bedroom,1,100,370000
1904,43,5,B,no,2 bedroom,0,110,370000
1905,43,5,C,no,4 bedroom,0,110,420000
1906,43,6,A,no,4 bedroom,0,110,370000
1907,43,6,B,no,4 bedroom,0,100,420000
1908,43,6,C,no,3 bedroom,1,90,420000
1909,43,7,A,no,4 bedroom,0,90,420000
1910,43,7,B,no,4 bedroom,1,90,470000
1911,43,7,C,no,3 bedroom,0,100,470000
1912,43,8,A,no,2 bedroom,1,100,370000
1913,43,8,B,no,2 bedroom,0,110,470000
1914,43,8,C,no,2 bedroom,0,90,370000
1915,43,9,A,no,2 bedroom,0,90,470000
1916,43,9,B,no,2 bedroom,0,90,420000
1917,43,9,C,no,3 bedroom,1,100,370000
1918,43,10,A,no,2 bedroom,1,110,420000
1919,43,10,B,no,4 bedroom,0,100,370000
1920,43,10,C,no,2 bedroom,0,100,470000
1921,43,11,A,no,4 bedroom,0,90,420000
1922,43,11,B,no,4 bedroom,0,100,370000
1923,43,11,C,no,3 bedroom,1,90,370000
1924,43,12,A,no,4 bedroom,0,90,370000
1925,43,12,B,no,4 bedroom,0,90,370000
1926,43,12,C,no,3 bedroom,1,90,370000
1927,43,13,A,no,4 bedroom,0,100,420000
1928,43,13,B,no,3 bedroom,1,110,370000
1929,43,13,C,no,3 bedroom,0,90,470000
1930,43,14,A,no,3 bedroom,0,110,420000
1931,43,14,B,no,4 bedroom,0,110,470000
1932,43,14,C,no,3 bedroom,1,90,470000
1933,43,15,A,no,3 bedroom,1,110,420000
1934,43,15,B,no,4 bedroom,0,110,370000
1935,43,15,C,no,3 bedroom,0,100,470000
1936,44,1,A,yes,4 bedroom,0,110,470000
1937,44,1,B,yes,4 bedroom,0,110,420000
1938,44,1,C,yes,2 bedroom,1,100,420000
1939,44,2,A,yes,2 bedroom,1,110,370000
1940,44,2,B,yes,2 bedroom,0,110,470000
1941,44,2,C,yes,3 bedroom,0,110,370000
1942,44,3,A,yes,3 bedroom,0,100,370000
1943,44,3,B,yes,3 bedroom,0,110,370000
1944,44,3,C,yes,3 bedroom,1,90,420000
1945,44,4,A,yes,4 bedroom,0,110,370000
1946,44,4,B,yes,3 bedroom,0,110,470000
1947,44,4,C,yes,3 bedroom,1,100,370000
1948,44,5,A,yes,4 bedroom,0,110,420000
1949,44,5,B,yes,3 bedroom,1,100,470000
1950,44,5,C,yes,2 bedroom,0,90,370000
1951,44,6,A,yes,2 bedroom,0,90,470000
1952,44,6,B,yes,3 bedroom,1,90,470000
1953,44,6,C,yes,4 bedroom,0,90,470000
1954,44,7,A,yes,4 bedroom,0,90,370000
1955,44,7,B,yes,4 bedroom,0,90,420000
1956,44,7,C,yes,3 bedroom,1,110,420000
1957,44,8,A,yes,3 bedroom,1,110,420000
1958,44,8,B,yes,2 bedroom,0,90,420000
1959,44,8,C,yes,3 bedroom,0,100,420000
1960,44,9,A,yes,3 bedroom,0,90,470000
1961,44,9,B,yes,2 bedroom,0,90,370000
1962,44,9,C,yes,3 bedroom,1,100,470000
1963,44,10,A,yes,4 bedroom,0,100,470000
1964,44,10,B,yes,4 bedroom,1,90,420000
1965,44,10,C,yes,2 bedroom,0,90,420000
1966,44,11,A,yes,3 bedroom,1,90,370000
1967,44,11,B,yes,4 bedroom,0,100,420000
1968,44,11,C,yes,4 bedroom,0,110,470000
1969,44,12,A,yes,2 bedroom,1,110,420000
1970,44,12,B,yes,4 bedroom,0,90,370000
1971,44,12,C,yes,4 bedroom,0,110,370000
1972,44,13,A,yes,2 bedroom,1,100,370000
1973,44,13,B,yes,4 bedroom,0,90,470000
1974,44,13,C,yes,4 bedroom,0,100,370000
1975,44,14,A,yes,3 bedroom,1,90,420000
1976,44,14,B,yes,4 bedroom,0,100,370000
1977,44,14,C,yes,3 bedroom,0,90,370000
1978,44,15,A,yes,2 bedroom,1,100,470000
1979,44,15,B,yes,3 bedroom,0,110,470000
1980,44,15,C,yes,2 bedroom,0,90,470000
1981,45,1,A,yes,4 bedroom,1,100,370000
1982,45,1,B,yes,2 bedroom,0,100,420000
1983,45,1,C,yes,2 bedroom,0,90,470000
1984,45,2,A,yes,2 bedroom,0,100,420000
1985,45,2,B,yes,2 bedroom,1,90,470000
1986,45,2,C,yes,2 bedroom,0,110,420000
1987,45,3,A,yes,4 bedroom,0,110,370000
1988,45,3,B,yes,2 bedroom,1,90,370000
1989,45,3,C,yes,4 bedroom,0,90,370000
1990,45,4,A,yes,4 bedroom,0,100,470000
1991,45,4,B,yes,3 bedroom,0,100,420000
1992,45,4,C,yes,3 bedroom,1,90,370000
1993,45,5,A,yes,4 bedroom,0,100,470000
1994,45,5,B,yes,3 bedroom,1,90,470000
1995,45,5,C,yes,4 bedroom,0,110,470000
1996,45,6,A,yes,2 bedroom,0,110,470000
1997,45,6,B,yes,4 bedroom,1,100,370000
1998,45,6,C,yes,2 bedroom,0,110,370000
1999,45,7,A,yes,2 bedroom,0,110,470000
2000,45,7,B,yes,3 bedroom,1,110,470000
2001,45,7,C,yes,3 bedroom,0,90,470000
2002,45,8,A,yes,2 bedroom,1,100,370000
2003,45,8,B,yes,3 bedroom,0,100,370000
2004,45,8,C,yes,2 bedroom,0,90,420000
2005,45,9,A,yes,3 bedroom,0,110,420000
2006,45,9,B,yes,2 bedroom,1,100,370000
2007,45,9,C,yes,4 bedroom,0,110,420000
2008,45,10,A,yes,2 bedroom,1,110,420000
2009,45,10,B,yes,4 bedroom,0,110,420000
2010,45,10,C,yes,4 bedroom,0,110,470000
2011,45,11,A,yes,3 bedroom,0,100,470000
2012,45,11,B,yes,3 bedroom,0,90,420000
2013,45,11,C,yes,4 bedroom,1,110,370000
2014,45,12,A,yes,4 bedroom,1,90,370000
2015,45,12,B,yes,4 bedroom,0,100,420000
2016,45,12,C,yes,3 bedroom,0,100,420000
2017,45,13,A,yes,3 bedroom,1,110,370000
2018,45,13,B,yes,3 bedroom,0,100,470000
2019,45,13,C,yes,4 bedroom,0,90,420000
2020,45,14,A,yes,2 bedroom,0,100,470000
2021,45,14,B,yes,2 bedroom,1,110,370000
2022,45,14,C,yes,4 bedroom,0,90,470000
2023,45,15,A,yes,4 bedroom,0,90,470000
2024,45,15,B,yes,4 bedroom,0,100,420000
2025,45,15,C,yes,3 bedroom,1,90,420000
2026,46,1,A,no,4 bedroom,0,90,370000
2027,46,1,B,no,2 bedroom,1,110,420000
2028,46,1,C,no,3 bedroom,0,110,370000
2029,46,2,A,no,3 bedroom,1,90,470000
2030,46,2,B,no,2 bedroom,0,110,370000
2031,46,2,C,no,3 bedroom,0,90,370000
2032,46,3,A,no,4 bedroom,1,110,470000
2033,46,3,B,no,3 bedroom,0,100,470000
2034,46,3,C,no,3 bedroom,0,100,370000
2035,46,4,A,no,3 bedroom,0,90,470000
2036,46,4,B,no,3 bedroom,0,100,420000
2037,46,4,C,no,2 bedroom,1,90,420000
2038,46,5,A,no,4 bedroom,0,110,420000
2039,46,5,B,no,2 bedroom,1,110,370000
2040,46,5,C,no,3 bedroom,0,110,470000
2041,46,6,A,no,4 bedroom,0,100,470000
2042,46,6,B,no,4 bedroom,0,110,420000
2043,46,6,C,no,3 bedroom,1,110,420000
2044,46,7,A,no,4 bedroom,0,90,470000
2045,46,7,B,no,4 bedroom,0,100,470000
2046,46,7,C,no,3 bedroom,1,110,370000
2047,46,8,A,no,2 bedroom,0,90,420000
2048,46,8,B,no,2 bedroom,0,110,420000
2049,46,8,C,no,4 bedroom,1,100,370000
2050,46,9,A,no,3 bedroom,0,100,370000
2051,46,9,B,no,3 bedroom,1,90,420000
2052,46,9,C,no,2 bedroom,0,100,470000
2053,46,10,A,no,2 bedroom,1,90,370000
2054,46,10,B,no,3 bedroom,0,110,420000
2055,46,10,C,no,4 bedroom,0,100,370000
2056,46,11,A,no,3 bedroom,1,90,370000
2057,46,11,B,no,4 bedroom,0,100,420000
2058,46,11,C,no,2 bedroom,0,110,470000
2059,46,12,A,no,2 bedroom,0,110,470000
2060,46,12,B,no,3 bedroom,1,100,470000
2061,46,12,C,no,2 bedroom,0,100,420000
2062,46,13,A,no,4 bedroom,0,100,420000
2063,46,13,B,no,2 bedroom,0,90,470000
2064,46,13,C,no,4 bedroom,1,110,370000
2065,46,14,A,no,2 bedroom,0,100,420000
2066,46,14,B,no,2 bedroom,0,90,470000
2067,46,14,C,no,4 bedroom,1,90,370000
2068,46,15,A,no,4 bedroom,0,90,470000
2069,46,15,B,no,2 bedroom,0,100,370000
2070,46,15,C,no,2 bedroom,1,90,370000
2071,47,1,A,no,3 bedroom,0,110,420000
2072,47,1,B,no,2 bedroom,1,90,470000
2073,47,1,C,no,2 bedroom,0,100,470000
2074,47,2,A,no,3 bedroom,0,110,470000
2075,47,2,B,no,2 bedroom,0,110,470000
2076,47,2,C,no,3 bedroom,1,110,420000
2077,47,3,A,no,4 bedroom,0,90,470000
2078,47,3,B,no,3 bedroom,0,100,470000
2079,47,3,C,no,2 bedroom,1,100,370000
2080,47,4,A,no,3 bedroom,1,100,370000
2081,47,4,B,no,3 bedroom,0,90,420000
2082,47,4,C,no,2 bedroom,0,90,420000
2083,47,5,A,no,4 bedroom,1,110,470000
2084,47,5,B,no,3 bedroom,0,110,470000
2085,47,5,C,no,2 bedroom,0,110,470000
2086,47,6,A,no,2 bedroom,0,110,370000
2087,47,6,B,no,3 bedroom,1,100,470000
2088,47,6,C,no,2 bedroom,0,90,420000
2089,47,7,A,no,4 bedroom,0,100,420000
2090,47,7,B,no,4 bedroom,0,100,420000
2091,47,7,C,no,4 bedroom,1,90,470000
2092,47,8,A,no,3 bedroom,0,100,370000
2093,47,8,B,no,3 bedroom,0,90,420000
2094,47,8,C,no,3 bedroom,1,90,370000
2095,47,9,A,no,4 bedroom,0,100,470000
2096,47,9,B,no,2 bedroom,1,110,370000
2097,47,9,C,no,4 bedroom,0,110,370000
2098,47,10,A,no,4 bedroom,0,110,370000
2099,47,10,B,no,4 bedroom,1,90,370000
2100,47,10,C,no,2 bedroom,0,100,470000
2101,47,11,A,no,2 bedroom,0,110,420000
2102,47,11,B,no,2 bedroom,1,90,370000
2103,47,11,C,no,4 bedroom,0,100,370000
2104,47,12,A,no,4 bedroom,0,110,470000
2105,47,12,B,no,2 bedroom,1,90,470000
2106,47,12,C,no,4 bedroom,0,110,420000
2107,47,13,A,no,3 bedroom,1,90,470000
2108,47,13,B,no,3 bedroom,0,110,370000
2109,47,13,C,no,2 bedroom,0,100,420000
2110,47,14,A,no,2 bedroom,0,100,420000
2111,47,14,B,no,3 bedroom,0,100,420000
2112,47,14,C,no,2 bedroom,1,90,370000
2113,47,15,A,no,4 bedroom,0,90,370000
2114,47,15,B,no,3 bedroom,0,90,370000
2115,47,15,C,no,3 bedroom,1,110,370000
2116,48,1,A,no,2 bedroom,0,100,470000
2117,48,1,B,no,3 bedroom,1,90,420000
2118,48,1,C,no,3 bedroom,0,90,420000
2119,48,2,A,no,3 bedroom,1,90,470000
2120,48,2,B,no,4 bedroom,0,100,470000
2121,48,2,C,no,3 bedroom,0,90,470000
2122,48,3,A,no,4 bedroom,0,100,370000
2123,48,3,B,no,2 bedroom,1,90,370000
2124,48,3,C,no,2 bedroom,0,110,370000
2125,48,4,A,no,4 bedroom,0,100,470000
2126,48,4,B,no,3 bedroom,1,110,370000
2127,48,4,C,no,2 bedroom,0,90,470000
2128,48,5,A,no,4 bedroom,0,110,370000
2129,48,5,B,no,2 bedroom,1,90,470000
2130,48,5,C,no,3 bedroom,0,110,420000
2131,48,6,A,no,4 bedroom,0,90,370000
2132,48,6,B,no,3 bedroom,1,90,370000
2133,48,6,C,no,4 bedroom,0,110,470000
2134,48,7,A,no,4 bedroom,0,110,420000
2135,48,7,B,no,2 bedroom,1,100,370000
2136,48,7,C,no,3 bedroom,0,110,420000
2137,48,8,A,no,3 bedroom,1,110,370000
2138,48,8,B,no,4 bedroom,0,110,370000
2139,48,8,C,no,4 bedroom,0,90,370000
2140,48,9,A,no,2 bedroom,0,100,370000
2141,48,9,B,no,2 bedroom,0,110,420000
2142,48,9,C,no,3 bedroom,1,90,370000
2143,48,10,A,no,3 bedroom,1,100,420000
2144,48,10,B,no,2 bedroom,0,100,470000
2145,48,10,C,no,4 bedroom,0,100,420000
2146,48,11,A,no,4 bedroom,0,110,420000
2147,48,11,B,no,2 bedroom,0,100,420000
2148,48,11,C,no,3 bedroom,1,100,370000
2149,48,12,A,no,2 bedroom,0,90,420000
2150,48,12,B,no,3 bedroom,1,100,370000
2151,48,12,C,no,4 bedroom,0,90,470000
2152,48,13,A,no,4 bedroom,0,90,420000
2153,48,13,B,no,2 bedroom,1,90,370000
2154,48,13,C,no,3 bedroom,0,110,470000
2155,48,14,A,no,4 bedroom,0,100,370000
2156,48,14,B,no,4 bedroom,0,90,470000
2157,48,14,C,no,2 bedroom,1,110,420000
2158,48,15,A,no,2 bedroom,0,110,470000
2159,48,15,B,no,2 bedroom,0,110,370000
2160,48,15,C,no,3 bedroom,1,100,470000
2161,49,1,A,no,4 bedroom,0,110,420000
2162,49,1,B,no,2 bedroom,0,110,420000
2163,49,1,C,no,2 bedroom,1,90,420000
2164,49,2,A,no,2 bedroom,0,90,470000
2165,49,2,B,no,4 bedroom,0,100,470000
2166,49,2,C,no,3 bedroom,1,90,370000
2167,49,3,A,no,4 bedroom,1,110,370000
2168,49,3,B,no,4 bedroom,0,110,370000
2169,49,3,C,no,4 bedroom,0,110,420000
2170,49,4,A,no,2 bedroom,1,100,420000
2171,49,4,B,no,4 bedroom,0,100,420000
2172,49,4,C,no,4 bedroom,0,100,470000
2173,49,5,A,no,2 bedroom,0,110,370000
2174,49,5,B,no,4 bedroom,1,90,370000
2175,49,5,C,no,3 bedroom,0,110,470000
2176,49,6,A,no,3 bedroom,1,90,420000
2177,49,6,B,no,4 bedroom,0,90,470000
2178,49,6,C,no,2 bedroom,0,90,370000
2179,49,7,A,no,2 bedroom,0,110,370000
2180,49,7,B,no,4 bedroom,0,90,420000
2181,49,7,C,no,3 bedroom,1,90,470000
2182,49,8,A,no,4 bedroom,0,90,370000
2183,49,8,B,no,2 bedroom,0,110,420000
2184,49,8,C,no,3 bedroom,1,100,420000
2185,49,9,A,no,3 bedroom,1,110,370000
2186,49,9,B,no,4 bedroom,0,100,370000
2187,49,9,C,no,2 bedroom,0,90,470000
2188,49,10,A,no,3 bedroom,0,100,470000
2189,49,10,B,no,3 bedroom,1,90,420000
2190,49,10,C,no,3 bedroom,0,110,420000
2191,49,11,A,no,2 bedroom,0,110,470000
2192,49,11,B,no,2 bedroom,1,90,420000
2193,49,11,C,no,4 bedroom,0,110,470000
2194,49,12,A,no,3 bedroom,0,100,420000
2195,49,12,B,no,2 bedroom,1,90,370000
2196,49,12,C,no,2 bedroom,0,100,370000
2197,49,13,A,no,3 bedroom,0,110,470000
2198,49,13,B,no,4 bedroom,1,90,420000
2199,49,13,C,no,3 bedroom,0,110,370000
2200,49,14,A,no,4 bedroom,0,90,470000
2201,49,14,B,no,2 bedroom,0,110,470000
2202,49,14,C,no,3 bedroom,1,100,470000
2203,49,15,A,no,4 bedroom,0,100,370000
2204,49,15,B,no,4 bedroom,0,110,470000
2205,49,15,C,no,3 bedroom,1,100,370000
2206,50,1,A,no,4 bedroom,0,100,370000
2207,50,1,B,no,3 bedroom,1,100,470000
2208,50,1,C,no,3 bedroom,0,110,470000
2209,50,2,A,no,4 bedroom,0,90,370000
2210,50,2,B,no,3 bedroom,1,110,420000
2211,50,2,C,no,4 bedroom,0,100,470000
2212,50,3,A,no,4 bedroom,0,110,420000
2213,50,3,B,no,2 bedroom,1,90,420000
2214,50,3,C,no,2 bedroom,0,100,420000
2215,50,4,A,no,2 bedroom,0,100,470000
2216,50,4,B,no,2 bedroom,1,110,420000
2217,50,4,C,no,2 bedroom,0,110,370000
2218,50,5,A,no,3 bedroom,0,110,370000
2219,50,5,B,no,3 bedroom,1,90,370000
2220,50,5,C,no,4 bedroom,0,90,420000
2221,50,6,A,no,4 bedroom,0,110,470000
2222,50,6,B,no,4 bedroom,1,110,370000
2223,50,6,C,no,4 bedroom,0,100,470000
2224,50,7,A,no,2 bedroom,0,110,420000
2225,50,7,B,no,2 bedroom,1,90,420000
2226,50,7,C,no,4 bedroom,0,90,470000
2227,50,8,A,no,3 bedroom,1,100,370000
2228,50,8,B,no,2 bedroom,0,110,470000
2229,50,8,C,no,4 bedroom,0,90,420000
2230,50,9,A,no,4 bedroom,0,100,370000
2231,50,9,B,no,2 bedroom,0,110,470000
2232,50,9,C,no,3 bedroom,1,110,370000
2233,50,10,A,no,2 bedroom,1,100,370000
2234,50,10,B,no,4 bedroom,0,110,470000
2235,50,10,C,no,4 bedroom,0,110,370000
2236,50,11,A,no,2 bedroom,0,100,470000
2237,50,11,B,no,3 bedroom,1,90,370000
2238,50,11,C,no,4 bedroom,0,100,420000
2239,50,12,A,no,2 bedroom,0,100,370000
2240,50,12,B,no,3 bedroom,0,90,470000
2241,50,12,C,no,3 bedroom,1,90,470000
2242,50,13,A,no,3 bedroom,0,110,420000
2243,50,13,B,no,4 bedroom,0,110,420000
2244,50,13,C,no,2 bedroom,1,90,370000
2245,50,14,A,no,3 bedroom,0,100,470000
2246,50,14,B,no,2 bedroom,0,90,470000
2247,50,14,C,no,3 bedroom,1,90,420000
2248,50,15,A,no,3 bedroom,1,100,420000
2249,50,15,B,no,2 bedroom,0,110,370000
2250,50,15,C,no,4 bedroom,0,90,470000
2251,51,1,A,no,4 bedroom,0,110,470000
2252,51,1,B,no,2 bedroom,1,90,370000
2253,51,1,C,no,4 bedroom,0,110,420000
2254,51,2,A,no,3 bedroom,0,110,420000
2255,51,2,B,no,2 bedroom,0,100,420000
2256,51,2,C,no,2 bedroom,1,110,420000
2257,51,3,A,no,3 bedroom,0,90,420000
2258,51,3,B,no,3 bedroom,0,110,370000
2259,51,3,C,no,2 bedroom,1,90,370000
2260,51,4,A,no,4 bedroom,0,90,470000
2261,51,4,B,no,2 bedroom,1,110,370000
2262,51,4,C,no,3 bedroom,0,100,470000
2263,51,5,A,no,3 bedroom,0,110,420000
2264,51,5,B,no,2 bedroom,1,100,370000
2265,51,5,C,no,2 bedroom,0,90,470000
2266,51,6,A,no,2 bedroom,1,110,470000
2267,51,6,B,no,4 bedroom,0,100,370000
2268,51,6,C,no,4 bedroom,0,100,370000
2269,51,7,A,no,4 bedroom,0,100,420000
2270,51,7,B,no,4 bedroom,0,90,470000
2271,51,7,C,no,4 bedroom,1,90,370000
2272,51,8,A,no,3 bedroom,0,90,370000
2273,51,8,B,no,4 bedroom,1,90,420000
2274,51,8,C,no,4 bedroom,0,110,470000
2275,51,9,A,no,3 bedroom,0,100,470000
2276,51,9,B,no,3 bedroom,0,110,370000
2277,51,9,C,no,2 bedroom,1,100,420000
2278,51,10,A,no,2 bedroom,1,100,370000
2279,51,10,B,no,3 bedroom,0,100,420000
2280,51,10,C,no,2 bedroom,0,90,420000
2281,51,11,A,no,3 bedroom,0,90,470000
2282,51,11,B,no,4 bedroom,0,100,420000
2283,51,11,C,no,2 bedroom,1,110,370000
2284,51,12,A,no,3 bedroom,0,110,470000
2285,51,12,B,no,2 bedroom,1,110,470000
2286,51,12,C,no,2 bedroom,0,90,470000
2287,51,13,A,no,4 bedroom,0,110,420000
2288,51,13,B,no,3 bedroom,0,100,370000
2289,51,13,C,no,2 bedroom,1,90,420000
2290,51,14,A,no,4 bedroom,0,100,470000
2291,51,14,B,no,3 bedroom,1,90,370000
2292,51,14,C,no,2 bedroom,0,100,470000
2293,51,15,A,no,4 bedroom,0,100,470000
2294,51,15,B,no,4 bedroom,0,110,370000
2295,51,15,C,no,3 bedroom,1,90,420000
2296,52,1,A,yes,3 bedroom,1,100,420000
2297,52,1,B,yes,3 bedroom,0,90,420000
2298,52,1,C,yes,2 bedroom,0,100,370000
2299,52,2,A,yes,4 bedroom,0,90,470000
2300,52,2,B,yes,4 bedroom,0,110,370000
2301,52,2,C,yes,4 bedroom,1,100,420000
2302,52,3,A,yes,4 bedroom,0,100,470000
2303,52,3,B,yes,2 bedroom,1,110,370000
2304,52,3,C,yes,3 bedroom,0,110,420000
2305,52,4,A,yes,3 bedroom,1,110,370000
2306,52,4,B,yes,4 bedroom,0,110,420000
2307,52,4,C,yes,2 bedroom,0,90,420000
2308,52,5,A,yes,2 bedroom,0,90,470000
2309,52,5,B,yes,4 bedroom,1,100,370000
2310,52,5,C,yes,3 bedroom,0,110,470000
2311,52,6,A,yes,4 bedroom,0,110,470000
2312,52,6,B,yes,4 bedroom,1,100,370000
2313,52,6,C,yes,2 bedroom,0,110,470000
2314,52,7,A,yes,3 bedroom,1,90,420000
2315,52,7,B,yes,3 bedroom,0,110,370000
2316,52,7,C,yes,2 bedroom,0,90,370000
2317,52,8,A,yes,3 bedroom,1,90,470000
2318,52,8,B,yes,2 bedroom,0,100,470000
2319,52,8,C,yes,4 bedroom,0,90,420000
2320,52,9,A,yes,4 bedroom,0,90,370000
2321,52,9,B,yes,3 bedroom,1,90,370000
2322,52,9,C,yes,3 bedroom,0,100,470000
2323,52,10,A,yes,3 bedroom,1,100,420000
2324,52,10,B,yes,2 bedroom,0,110,470000
2325,52,10,C,yes,2 bedroom,0,110,420000
2326,52,11,A,yes,3 bedroom,1,110,420000
2327,52,11,B,yes,2 bedroom,0,90,420000
2328,52,11,C,yes,2 bedroom,0,90,470000
2329,52,12,A,yes,3 bedroom,1,100,370000
2330,52,12,B,yes,2 bedroom,0,90,370000
2331,52,12,C,yes,3 bedroom,0,110,470000
2332,52,13,A,yes,2 bedroom,0,100,470000
2333,52,13,B,yes,3 bedroom,0,90,370000
2334,52,13,C,yes,2 bedroom,1,110,370000
2335,52,14,A,yes,4 bedroom,0,90,470000
2336,52,14,B,yes,4 bedroom,0,110,370000
2337,52,14,C,yes,3 bedroom,1,100,370000
2338,52,15,A,yes,2 bedroom,0,100,420000
2339,52,15,B,yes,4 bedroom,0,100,470000
2340,52,15,C,yes,4 bedroom,1,90,420000
2341,53,1,A,no,3 bedroom,1,100,470000
2342,53,1,B,no,2 bedroom,0,110,470000
2343,53,1,C,no,2 bedroom,0,110,420000
2344,53,2,A,no,2 bedroom,0,100,420000
2345,53,2,B,no,4 bedroom,1,100,370000
2346,53,2,C,no,2 bedroom,0,110,420000
2347,53,3,A,no,2 bedroom,0,100,420000
2348,53,3,B,no,2 bedroom,1,90,370000
2349,53,3,C,no,4 bedroom,0,90,370000
2350,53,4,A,no,2 bedroom,0,110,470000
2351,53,4,B,no,4 bedroom,0,100,420000
2352,53,4,C,no,3 bedroom,1,110,420000
2353,53,5,A,no,3 bedroom,0,110,370000
2354,53,5,B,no,3 bedroom,1,110,470000
2355,53,5,C,no,4 bedroom,0,90,470000
2356,53,6,A,no,2 bedroom,0,100,470000
2357,53,6,B,no,3 bedroom,0,110,470000
2358,53,6,C,no,2 bedroom,1,90,420000
2359,53,7,A,no,4 bedroom,0,90,420000
2360,53,7,B,no,4 bedroom,0,90,470000
2361,53,7,C,no,4 bedroom,1,90,420000
2362,53,8,A,no,3 bedroom,0,90,420000
2363,53,8,B,no,2 bedroom,1,110,370000
2364,53,8,C,no,2 bedroom,0,90,470000
2365,53,9,A,no,3 bedroom,1,90,370000
2366,53,9,B,no,3 bedroom,0,90,470000
2367,53,9,C,no,2 bedroom,0,90,420000
2368,53,10,A,no,4 bedroom,0,110,420000
2369,53,10,B,no,3 bedroom,1,100,420000
2370,53,10,C,no,4 bedroom,0,110,370000
2371,53,11,A,no,4 bedroom,0,100,420000
2372,53,11,B,no,4 bedroom,0,110,470000
